paper_id,pool,cell_type,subtype,species,original_symbol,normalized_symbol,normalization_status,evidence_type,marker_polarity,source_locator,source_context,old_decision,old_reason,old_citation_verified,task_no,citation_match_score,citation_verified,markdown_sha256_match,gate1_status
DOI_10.1016_j.stem.2022.11.013,A_exclude,airway-lineage cells,airway progenitors,human,SOX2,SOX2,exact,author_declared,positive,"Results, late-tip section","the airway markers, TP63 and SOX2",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,distal airway cells,SCGB3A2+ distal airway regions,human,SCGB3A2,SCGB3A2,exact,annotation_marker,positive,"Results, NKX2.1 section",SCGB3A2+ distal airway regions,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,AT2 cells,alveolar type 2 cells,human,SFTPC,SFTPC,exact,author_declared,positive,"Results, first paragraph","AT2 cell markers, SFTPC, and HTII-280",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,AT2 cells,alveolar type 2 cells,human,LAMP3,LAMP3,exact,author_declared,positive,"Results, AT2 differentiation section","AT2-specific LAMP3, HOPX, and ACE2 proteins increased",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,0.8333,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,AT2 cells,alveolar type 2 cells,human,HOPX,HOPX,exact,author_declared,positive,"Results, AT2 differentiation section","AT2-specific LAMP3, HOPX, and ACE2 proteins increased",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,0.8333,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,AT2 cells,alveolar type 2 cells,human,ACE2,ACE2,exact,author_declared,positive,"Results, AT2 differentiation section","AT2-specific LAMP3, HOPX, and ACE2 proteins increased",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,0.8333,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,AT2 cells,alveolar type 2 cells,human,SLC34A2,SLC34A2,exact,figure_labeled,positive,Figure 3D legend,"AT2 lineage markers, SFTPC, HOPX, SLC34A2",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,AT2 cells,alveolar type 2 cells,human,CEBPD,CEBPD,exact,author_declared,positive,"Results, NKX2.1 section","other AT2 markers including SCL34A2, LAMP3, CEBPD, HOPX, and AXIN2",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,AT2 cells,alveolar type 2 cells,human,AXIN2,AXIN2,exact,author_declared,positive,"Results, NKX2.1 section","other AT2 markers including SCL34A2, LAMP3, CEBPD, HOPX, and AXIN2",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,AT1 cells,differentiating AT1 cells,human,NKX2.1,NKX2-1,alias_resolved,annotation_marker,positive,"Results, NOTUM section","NKX2.1+, SPOCK2+ differentiating AT1 cells emerged at the SFTPC− stalk regions",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,AT1 cells,differentiating AT1 cells,human,SPOCK2,SPOCK2,exact,annotation_marker,positive,"Results, NOTUM section","NKX2.1+, SPOCK2+ differentiating AT1 cells emerged at the SFTPC− stalk regions",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,basal cells,basal-like cells,human,TP63/P63,TP63,alias_resolved,author_declared,positive,"Results, NKX2.1 section","basal cell markers TP63/P63, KRT5, and NGFR",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,basal cells,basal-like cells,human,KRT5,KRT5,exact,author_declared,positive,"Results, NKX2.1 section","basal cell markers TP63/P63, KRT5, and NGFR",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,basal cells,basal-like cells,human,NGFR,NGFR,exact,author_declared,positive,"Results, NKX2.1 section","basal cell markers TP63/P63, KRT5, and NGFR",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,myofibroblasts,NOTUM+ myofibroblasts (PDGFRA+CD141+),human,PDGFRA,PDGFRA,exact,annotation_marker,positive,"Results, NOTUM section","PDGFRA+CD141+ myofibroblasts express high levels of ACTA2, NOTUM, and LEF1",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,myofibroblasts,NOTUM+ myofibroblasts (PDGFRA+CD141+),human,CD141,THBD,alias_resolved,annotation_marker,positive,"Results, NOTUM section","PDGFRA+CD141+ myofibroblasts express high levels of ACTA2, NOTUM, and LEF1",exclude,CD141 为 THBD 的别名；非目标细胞类型,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,myofibroblasts,NOTUM+ myofibroblasts (PDGFRA+CD141+),human,ACTA2,ACTA2,exact,figure_labeled,positive,Figure 4M legend,ACTA2+NOTUM+ myofibroblasts and SFTPC+ tip epithelium,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,myofibroblasts,NOTUM+ myofibroblasts (PDGFRA+CD141+),human,NOTUM,NOTUM,exact,figure_labeled,positive,Figure 4M legend,ACTA2+NOTUM+ myofibroblasts and SFTPC+ tip epithelium,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,duplicate_pool
DOI_10.1016_j.stem.2022.11.013,A_exclude,myofibroblasts,NOTUM+ myofibroblasts (PDGFRA+CD141+),human,LEF1,LEF1,exact,cluster_enriched,positive,"Results, NOTUM section","express high levels of ACTA2, NOTUM, and LEF1",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,alveolar fibroblasts,PDGFRA−CD141− fibroblasts,human,PDGFRA,PDGFRA,exact,annotation_marker,negative,"Results, NOTUM section",PDGFRA−CD141− fibroblasts express high levels of WNT2 and FGFR4,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围；PDGFRA− 明确用于定义肺泡成纤维细胞,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,alveolar fibroblasts,PDGFRA−CD141− fibroblasts,human,CD141,THBD,alias_resolved,annotation_marker,negative,"Results, NOTUM section",PDGFRA−CD141− fibroblasts express high levels of WNT2 and FGFR4,exclude,CD141 为 THBD 的别名；非目标细胞类型；CD141− 明确用于定义肺泡成纤维细胞,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,alveolar fibroblasts,PDGFRA−CD141− fibroblasts,human,WNT2,WNT2,exact,cluster_enriched,positive,"Results, NOTUM section",express high levels of WNT2 and FGFR4,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,alveolar fibroblasts,PDGFRA−CD141− fibroblasts,human,FGFR4,FGFR4,exact,cluster_enriched,positive,"Results, NOTUM section",express high levels of WNT2 and FGFR4,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,CD44+CD36− cells,stalk-like cells,human,CD44,CD44,exact,annotation_marker,positive,"Results, late-tip section",the CD44+CD36− cells had the highest level of SOX9 and a moderate level of SOX2,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,CD44+CD36− cells,stalk-like cells,human,CD36,CD36,exact,annotation_marker,negative,"Results, late-tip section",the CD44+CD36− cells had the highest level of SOX9 and a moderate level of SOX2,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围；CD36− 明确用于定义该亚群,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,CD44+CD36− cells,stalk-like cells,human,SOX9,SOX9,exact,cluster_enriched,positive,"Results, late-tip section",the CD44+CD36− cells had the highest level of SOX9 and a moderate level of SOX2,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,CD44+CD36− cells,stalk-like cells,human,SOX2,SOX2,exact,cluster_enriched,positive,"Results, late-tip section",the CD44+CD36− cells had the highest level of SOX9 and a moderate level of SOX2,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,CD44−CD36− cells,airway-lineage cells,human,CD44,CD44,exact,annotation_marker,negative,"Results, late-tip section",CD44−CD36− cells had the highest levels of airway markers TP63 and SOX2,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围；CD44− 明确用于定义该亚群,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,CD44−CD36− cells,airway-lineage cells,human,CD36,CD36,exact,annotation_marker,negative,"Results, late-tip section",CD44−CD36− cells had the highest levels of airway markers TP63 and SOX2,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围；CD36− 明确用于定义该亚群,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,CD44−CD36− cells,airway-lineage cells,human,TP63,TP63,exact,author_declared,positive,"Results, late-tip section",airway markers TP63 and SOX2,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,CD44−CD36− cells,airway-lineage cells,human,SOX2,SOX2,exact,author_declared,positive,"Results, late-tip section",airway markers TP63 and SOX2,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,Tip epithelium,,human,CD44,CD44,exact,annotation_marker,positive,Main text; STAR Methods - Isolation of tip epithelial cells,"Our LinPOS organoids are derived from the CD44+,CD36+17-21pcw tips. For isolation of CD44+, or CD44+CD36+, tip epithelium directly from the distal lung tissues ... EPCAM+ epithelial cells were sorted by CD44 and/or CD36 expression by FACS.",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围；CD44/CD36 用于分选门控,True,18,0.95,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,Tip epithelium,,human,CD36,CD36,exact,annotation_marker,positive,Main text; STAR Methods - Isolation of tip epithelial cells,"Our LinPOS organoids are derived from the CD44+,CD36+17-21pcw tips. For isolation of CD44+, or CD44+CD36+, tip epithelium directly from the distal lung tissues ... EPCAM+ epithelial cells were sorted by CD44 and/or CD36 expression by FACS.",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围；CD44/CD36 用于分选门控,True,18,0.95,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,Tip epithelium,,human,E-cadherin,CDH1,alias_resolved,figure_labeled,positive,Figure S1D legend,"Tip epithelium (arrowheads) is marked by E-cadherin, SFTPC, HTII-280, and SOX9.",exclude,E-cadherin 为 CDH1 的蛋白别名；非目标细胞类型,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,Tip epithelium,,human,SFTPC,SFTPC,exact,figure_labeled,positive,Figure S1D legend,"Tip epithelium (arrowheads) is marked by E-cadherin, SFTPC, HTII-280, and SOX9.",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,Tip epithelium,,human,SOX9,SOX9,exact,figure_labeled,positive,Figure S1D legend,"Tip epithelium (arrowheads) is marked by E-cadherin, SFTPC, HTII-280, and SOX9.",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,Tip epithelium,,human,PDPN,PDPN,exact,annotation_marker,negative,Figure S1F legend,"Stained for CD36, E-cadherin and PDPN ... Arrowheads indicate CD36+PDPN- tips.",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围；PDPN− 明确用于定义 CD36+ 尖端,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,Early-stage tip epithelium,,human,SOX9,SOX9,exact,model_inferred,positive,Figure S1E legend,"The early-stage tip epithelium at 10 pcw expresses SOX9 and TPPP3, and gains the expression of the alveolar lineage marker, SFTPC, at late stages.",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围；且仅为表达推断,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,Early-stage tip epithelium,,human,TPPP3,TPPP3,exact,model_inferred,positive,Figure S1E legend,"The early-stage tip epithelium at 10 pcw expresses SOX9 and TPPP3, and gains the expression of the alveolar lineage marker, SFTPC, at late stages.",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围；且仅为表达推断,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,Fetal AT2 cells,,human,SFTPC,SFTPC,exact,figure_labeled,positive,Figure S5O/P legend,"SFTPC, green, AT2 cell marker. The fetal AT2 cells are located at the stalk regions, next to the fetal AT1 cells.",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,Fetal AT2 cells,,human,SOX9,SOX9,exact,annotation_marker,negative,Figure S1E legend,"The SFTPC+ stalk cells (hereafter, fetal AT2 cells) at 15 and 19 pcw lack SOX9 and TPPP3 expression (SOX9-TPPP3-SFTPC+).",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围；SOX9− 明确用于定义胎儿 AT2 细胞,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,Fetal AT2 cells,,human,TPPP3,TPPP3,exact,annotation_marker,negative,Figure S1E legend,"The SFTPC+ stalk cells (hereafter, fetal AT2 cells) at 15 and 19 pcw lack SOX9 and TPPP3 expression (SOX9-TPPP3-SFTPC+).",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围；TPPP3− 明确用于定义胎儿 AT2 细胞,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,Fetal AT1 cells,,human,SPOCK2,SPOCK2,exact,figure_labeled,positive,Figure S5O/P legend,"SPOCK2, red, AT1 cell marker; SFTPC, green, AT2 cell marker; white, NKX2.1, lung epithelial cell marker.",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,Fetal AT1 cells,,human,SFTPC,SFTPC,exact,figure_labeled,negative,Figure S5O/P legend,"SFTPC-/SPOCK2+ stalk cells (hereafter, fetal AT1 cells) ... SFTPC, green, AT2 cell marker.",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围；SFTPC− 明确用于定义胎儿 AT1 细胞,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,LinPOS organoids,,human,SFTPC,SFTPC,exact,figure_labeled,positive,Figure S2A/B legend,"showing the alveolar lineage markers, SFTPC, HTII-280 (A) and LAMP3 (B, lower panel) were expressed in the LinPOS organoids, but not in the LinNEG organoids.",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,LinPOS organoids,,human,LAMP3,LAMP3,exact,figure_labeled,positive,Figure S2A/B legend,"showing the alveolar lineage markers, SFTPC, HTII-280 (A) and LAMP3 (B, lower panel) were expressed in the LinPOS organoids, but not in the LinNEG organoids.",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,Myofibroblasts,,human,NOTUM,NOTUM,exact,annotation_marker,positive,Figure S5N legend,"Time course analysis of NOTUM+ myofibroblasts, SCGB3A2+ terminal airway cells, and SFTPC+ tip and stalk cells from early (11 pcw) to late stages.",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,Myofibroblasts,,human,ACTA2,ACTA2,exact,annotation_marker,positive,Figure S5M legend,Summary diagram showing the spatial regulation of Wnt signalling mediated by ACTA2+PDGFRa+CD141+ myofibroblasts in the distal regions of human lung tissues during the late-stage.,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,Myofibroblasts,,human,PDGFRa,PDGFRA,alias_resolved,annotation_marker,positive,Figure S5M legend,ACTA2+PDGFRa+CD141+ myofibroblasts,exclude,PDGFRa 为 PDGFRA 的蛋白别名；非目标细胞类型,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,Myofibroblasts,,human,CD141,THBD,alias_resolved,annotation_marker,positive,Figure S5M legend,ACTA2+PDGFRa+CD141+ myofibroblasts,exclude,CD141 为 THBD 的别名；非目标细胞类型,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,Alveolar fibroblasts,,human,WNT2,WNT2,exact,figure_labeled,positive,Figure S5E legend,"WNT2, alveolar fibroblasts, white; NOTUM, myofibroblasts, red; CD44, tip epithelium, green.",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,Alveolar fibroblasts,,human,PDGFRA,PDGFRA,exact,annotation_marker,negative,STAR Methods - In vitro coculture experiments,freshly sorted 2x105 PDGFRA+CD141+ myofibroblasts or PDGFRA-CD141- fibroblasts were mixed with SFTPC-eGFP+ LinPOS organoids...,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围；PDGFRA− 明确用于分选肺泡成纤维细胞,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,Alveolar fibroblasts,,human,CD141,THBD,alias_resolved,annotation_marker,negative,STAR Methods - In vitro coculture experiments,freshly sorted 2x105 PDGFRA+CD141+ myofibroblasts or PDGFRA-CD141- fibroblasts were mixed with SFTPC-eGFP+ LinPOS organoids...,exclude,CD141 为 THBD 的别名；非目标细胞类型；CD141− 明确用于分选肺泡成纤维细胞,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,Terminal airway cells,,human,SCGB3A2,SCGB3A2,exact,annotation_marker,positive,Figure S5N legend,"Time course analysis of NOTUM+ myofibroblasts, SCGB3A2+ terminal airway cells, and SFTPC+ tip and stalk cells from early (11 pcw) to late stages.",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,Airway epithelium,,human,SOX2,SOX2,exact,annotation_marker,positive,Figure S1D legend,"SOX2, airway epithelium (C). DAPI, nuclei.",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,Lung epithelial cells,,human,NKX2.1,NKX2-1,alias_resolved,figure_labeled,positive,Figure S5O/P legend,"SPOCK2, red, AT1 cell marker; SFTPC, green, AT2 cell marker; white, NKX2.1, lung epithelial cell marker.",exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围,True,18,1.0,True,True,pass
DOI_10.1016_j.stem.2022.11.013,A_exclude,EPCAM+ cells,tip tissue cells,human,EPCAM,EPCAM,exact,annotation_marker,positive,Fig. S6N legend,Data was normalized to EPCAM+ positive cells freshly isolated from 20 pcw tip tissues.,exclude,非目标细胞类型；不属于 pulmonary neuroendocrine cell 范围；EPCAM+ 仅用于标记上皮细胞,True,18,1.0,True,True,pass
DOI_10.1038_s41467-021-21783-3,A_exclude,Alveolar cells (Avd),,mouse,Csn2,Csn2,exact,author_declared,positive,"Results, paragraph describing Fig. 2c,d","This was accompanied by the expression of known markers of alveologenesis such as the milk protein beta-casein (Csn2) and the transcription factor Elf5 (Fig. 2c, d).",exclude,"Alveolar epithelial cell, not Schwann cell; outside target_cell_scope.",True,40,1.0,True,True,pass
DOI_10.1038_s41467-021-21783-3,A_exclude,Alveolar cells (Avd),,mouse,Elf5,Elf5,exact,author_declared,positive,"Results, paragraph describing Fig. 2c,d","This was accompanied by the expression of known markers of alveologenesis such as the milk protein beta-casein (Csn2) and the transcription factor Elf5 (Fig. 2c, d).",exclude,"Alveolar epithelial cell, not Schwann cell; outside target_cell_scope.",True,40,1.0,True,True,pass
DOI_10.1038_s41467-021-21783-3,A_exclude,Regulatory T cells (Tregs),tissue-resident,mouse,Klrg1,Klrg1,exact,author_declared,positive,"Results, Treg paragraph near Fig. 4g","Compared to wild-type animals, Tregs from stage1 show reduced expression of Klrg1 and Il1rl1, two markers of tissue resident Tregs, suggesting an early influx of Tregs from the circulatory system preceding tumour formation (Fig. 4g).",exclude,"Immune cell (Treg), not Schwann cell; outside target_cell_scope.",True,40,0.72,True,True,pass
DOI_10.1038_s41467-021-21783-3,A_exclude,Regulatory T cells (Tregs),tissue-resident,mouse,Il1rl1,Il1rl1,exact,author_declared,positive,"Results, Treg paragraph near Fig. 4g","Compared to wild-type animals, Tregs from stage1 show reduced expression of Klrg1 and Il1rl1, two markers of tissue resident Tregs, suggesting an early influx of Tregs from the circulatory system preceding tumour formation (Fig. 4g).",exclude,"Immune cell (Treg), not Schwann cell; outside target_cell_scope.",True,40,0.72,True,True,pass
DOI_10.1038_s41467-021-21783-3,A_exclude,Tumour-associated macrophages,Tam1,mouse,Arg1,Arg1,exact,annotation_marker,positive,"Results, myeloid compartment paragraph (Supplementary Fig. 7)","We further found two types of tumour-associated macrophages Tam 1 (marked by Arg1, Spp1 and Trem2) and Tam2 (marked by C1qb, C1qc, Lgmn and Apoe) (Supplementary Fig.7)18.",exclude,"Macrophage subtype, not Schwann cell; outside target_cell_scope. 'marked by' is formal annotation marker, but excluded by scope.",True,40,0.72,True,True,pass
DOI_10.1038_s41467-021-21783-3,A_exclude,Tumour-associated macrophages,Tam1,mouse,Spp1,Spp1,exact,annotation_marker,positive,"Results, myeloid compartment paragraph (Supplementary Fig. 7)","We further found two types of tumour-associated macrophages Tam 1 (marked by Arg1, Spp1 and Trem2) and Tam2 (marked by C1qb, C1qc, Lgmn and Apoe) (Supplementary Fig.7)18.",exclude,"Macrophage subtype, not Schwann cell; outside target_cell_scope. 'marked by' is formal annotation marker, but excluded by scope.",True,40,0.7222,True,True,pass
DOI_10.1038_s41467-021-21783-3,A_exclude,Tumour-associated macrophages,Tam1,mouse,Trem2,Trem2,exact,annotation_marker,positive,"Results, myeloid compartment paragraph (Supplementary Fig. 7)","We further found two types of tumour-associated macrophages Tam 1 (marked by Arg1, Spp1 and Trem2) and Tam2 (marked by C1qb, C1qc, Lgmn and Apoe) (Supplementary Fig.7)18.",exclude,"Macrophage subtype, not Schwann cell; outside target_cell_scope. 'marked by' is formal annotation marker, but excluded by scope.",True,40,0.72,True,True,pass
DOI_10.1038_s41467-021-21783-3,A_exclude,Tumour-associated macrophages,Tam2,mouse,C1qb,C1qb,exact,annotation_marker,positive,"Results, myeloid compartment paragraph (Supplementary Fig. 7)","We further found two types of tumour-associated macrophages Tam 1 (marked by Arg1, Spp1 and Trem2) and Tam2 (marked by C1qb, C1qc, Lgmn and Apoe) (Supplementary Fig.7)18.",exclude,"Macrophage subtype, not Schwann cell; outside target_cell_scope. 'marked by' is formal annotation marker, but excluded by scope.",True,40,0.72,True,True,pass
DOI_10.1038_s41467-021-21783-3,A_exclude,Tumour-associated macrophages,Tam2,mouse,C1qc,C1qc,exact,annotation_marker,positive,"Results, myeloid compartment paragraph (Supplementary Fig. 7)","We further found two types of tumour-associated macrophages Tam 1 (marked by Arg1, Spp1 and Trem2) and Tam2 (marked by C1qb, C1qc, Lgmn and Apoe) (Supplementary Fig.7)18.",exclude,"Macrophage subtype, not Schwann cell; outside target_cell_scope. 'marked by' is formal annotation marker, but excluded by scope.",True,40,0.7222,True,True,pass
DOI_10.1038_s41467-021-21783-3,A_exclude,Tumour-associated macrophages,Tam2,mouse,Lgmn,Lgmn,exact,annotation_marker,positive,"Results, myeloid compartment paragraph (Supplementary Fig. 7)","We further found two types of tumour-associated macrophages Tam 1 (marked by Arg1, Spp1 and Trem2) and Tam2 (marked by C1qb, C1qc, Lgmn and Apoe) (Supplementary Fig.7)18.",exclude,"Macrophage subtype, not Schwann cell; outside target_cell_scope. 'marked by' is formal annotation marker, but excluded by scope.",True,40,0.72,True,True,pass
DOI_10.1038_s41467-021-21783-3,A_exclude,Tumour-associated macrophages,Tam2,mouse,Apoe,Apoe,exact,annotation_marker,positive,"Results, myeloid compartment paragraph (Supplementary Fig. 7)","We further found two types of tumour-associated macrophages Tam 1 (marked by Arg1, Spp1 and Trem2) and Tam2 (marked by C1qb, C1qc, Lgmn and Apoe) (Supplementary Fig.7)18.",exclude,"Macrophage subtype, not Schwann cell; outside target_cell_scope. 'marked by' is formal annotation marker, but excluded by scope.",True,40,0.72,True,True,pass
DOI_10.1038_s41467-021-21783-3,A_exclude,alveolar cells,,mouse,Csn2,Csn2,exact,figure_labeled,positive,Fig.4c legend,Gene expression for the paracrine signalling factors Rankl and Igf2 in hormone-sensing cells and the alveolar markers Csn2 and Wap in luminal progenitors and alveolar cells.,exclude,"Figure-validated alveolar cell marker, not Schwann cell; outside target_cell_scope.",True,40,1.0,True,True,pass
DOI_10.1038_s41467-021-21783-3,A_exclude,alveolar cells,,mouse,Wap,Wap,exact,figure_labeled,positive,Fig.4c legend,Gene expression for the paracrine signalling factors Rankl and Igf2 in hormone-sensing cells and the alveolar markers Csn2 and Wap in luminal progenitors and alveolar cells.,exclude,"Figure-validated alveolar cell marker, not Schwann cell; outside target_cell_scope.",True,40,1.0,True,True,pass
DOI_10.1038_s41467-021-21783-3,A_exclude,luminal progenitors,,mouse,CD49b,Itga2,alias_resolved,annotation_marker,positive,Methods: Cell labelling followed by flow cytometry and sorting,"mouse CD49b+, Sca1− luminal progenitors were sorted for ATAC-Seq experiments.",exclude,"Luminal progenitor sorting marker, not Schwann cell; outside target_cell_scope.",False,40,0.625,False,True,fail_citation
DOI_10.1038_s41467-021-21783-3,A_exclude,luminal progenitors,,mouse,Sca1,Ly6a,alias_resolved,annotation_marker,negative,Methods: Cell labelling followed by flow cytometry and sorting,"mouse CD49b+, Sca1− luminal progenitors were sorted for ATAC-Seq experiments.",exclude,"Luminal progenitor sorting gate (Sca1−), not Schwann cell; outside target_cell_scope.",False,40,0.625,False,True,fail_citation
